,0
0,0.1990879557962621
1,0.1256457937703327
2,0.12557433009145813
3,0.17621226653910482
4,0.1524996410349712
5,0.14602822244244335
6,0.12691859859384214
7,0.18160645548650667
8,0.12181377459439736
9,0.1873299264986459
10,0.115610452717642
11,0.19879254055919449
12,0.12846174846576097
13,0.13502569257657887
14,0.1391661310799131
15,0.15081704971301463
16,0.13354013459150846
17,0.1486775532136746
18,0.1258725316912697
19,0.19003850041013437
20,0.1579716747207438
21,0.1811087039143433
22,0.12038188130718222
23,0.12861559967426547
24,0.12209344336781827
25,0.13644174990882407
26,0.13541427619303134
27,0.1350690679652731
28,0.1758638442291488
29,0.18351184859272138
30,0.10921811463343711
31,0.1296358363316759
32,0.13950758484003686
33,0.191679132229733
34,0.1542434199699085
35,0.16391229632813278
36,0.11028658446834329
37,0.1750053981464967
38,0.14965095045673796
39,0.15685432788638115
40,0.10558330752266222
41,0.1999367781070883
42,0.16930950556712832
43,0.2000053585931569
44,0.11164514216898375
45,0.15181015075008816
46,0.162491809939576
47,0.19061092803317387
48,0.159942677623382
49,0.18004164450891813
50,0.16695831996180766
51,0.13303375258200018
52,0.17261950747372062
53,0.146783556440562
54,0.1572149459865345
55,0.17340823207525816
56,0.13372752199457993
57,0.1974141368236515
58,0.16098349226891576
59,0.1523897722380115
60,0.11369136658151045
61,0.15321917370615773
62,0.1484200556771068
63,0.18846193069255696
64,0.14822362341868517
65,0.14802565594263217
66,0.10323080602921077
67,0.1305899786234321
68,0.11324400201436996
69,0.15530318417016753
70,0.14655837955548834
71,0.18533988576920946
72,0.1379573938553434
73,0.19790707954679862
74,0.12171798124891252
75,0.17238074767552475
76,0.1467122668882503
77,0.19560680184418533
78,0.12861439458078466
79,0.1376755373646461
80,0.11952780487289844
81,0.1571078849171903
82,0.13015748457349718
83,0.1807901018049522
84,0.11760171352522567
85,0.13931223255909808
86,0.1351726891748492
87,0.16626971004019614
88,0.15043263031929305
89,0.15382691458299858
90,0.16867603946888407
91,0.13949239697230742
92,0.12813175122613865
93,0.1553248843443636
94,0.1377570226823961
95,0.13044635005934513
96,0.11144645270726783
97,0.13717796905402055
98,0.16150001863445734
99,0.19503575101006315
100,0.12443611483805497
101,0.1612889057893374
102,0.1375253633489102
103,0.19091029884427255
104,0.12402003000929376
105,0.16179276971526152
106,0.1428120145166494
107,0.1871163875054512
108,0.1376248957234003
109,0.18521557723840876
110,0.1509411450110582
111,0.17352939563945968
112,0.12630658582944784
113,0.19997818566317604
114,0.10893683302228649
115,0.13231941830187224
116,0.15496094880638145
117,0.17797482102226514
118,0.13892715405787806
119,0.17527787990661012
120,0.17809380710862713
121,0.13417588028600202
122,0.13086214398149715
123,0.17150900056865753
124,0.18292734428625887
125,0.15314176238247096
126,0.16460364673799804
127,0.1456458727351322
128,0.13166518227895527
129,0.11928610470988635
130,0.18929850613016075
131,0.16412675266606325
132,0.18529997365882012
133,0.13246904700858533
134,0.15184644397026154
135,0.1192216888807363
136,0.13585678912930113
137,0.1410271817583441
138,0.16664171839982603
139,0.14804384721691266
140,0.16846902033835992
141,0.158786833891678
142,0.15414319716489688
143,0.15554304386822623
144,0.16120786351002192
145,0.11019768203713615
146,0.1871327252886745
147,0.10917370512524813
148,0.15302132307101218
149,0.1498627768573415
150,0.1783473506033581
151,0.1553057865689657
152,0.15736755699191102
153,0.12388884500912765
154,0.16145647743478142
155,0.14139485577397665
156,0.15220642940433465
157,0.1154034636404779
158,0.18378250762116716
159,0.10603422993687857
160,0.19731885836668525
161,0.14354270759656027
162,0.1393750740227061
163,0.17433698185437782
164,0.16021372691855795
165,0.1126974352811462
166,0.18995860911243984
167,0.12865199574175973
168,0.17061181674378012
169,0.10539281333001549
170,0.18613579043030132
171,0.1511692119543559
172,0.19119109424278238
173,0.1511105168306899
174,0.16445088536419944
175,0.16667110789486464
176,0.1884084546493276
177,0.14839297208485178
178,0.20025174828908668
179,0.11290292743367998
180,0.1471821779033451
181,0.1583308963365926
182,0.13080413469962332
183,0.12704923746928143
184,0.13219526389510805
185,0.09846087954199202
186,0.14982446550299441
187,0.11704016244504717
188,0.15277465363017861
189,0.16037463852289002
190,0.14758180903008833
191,0.10703543153792015
192,0.1589594112333681
193,0.11169154191741852
194,0.14183454237373122
195,0.1528434824769298
196,0.16680085549251472
197,0.1609527406530581
198,0.1303879007851248
199,0.14343469472981507
200,0.13467617078064953
201,0.10978376879158573
202,0.13795300732744303
203,0.14157278867338366
204,0.14211288923281085
205,0.152205778623185
206,0.1500886866347343
207,0.13014991064278775
208,0.15994090517647985
209,0.12249267734261611
210,0.14737810508566415
211,0.17267020433248337
212,0.12999947820642005
213,0.12311667285176373
214,0.17257510543414398
215,0.13013087214366223
216,0.14274393320098272
217,0.16359710423781157
218,0.19712322299799748
219,0.1490601150677264
220,0.19210985501644273
221,0.16366993955203474
222,0.16323172943762318
223,0.15863495321058554
224,0.19598436484605328
225,0.10695434110874134
226,0.1868693226664283
227,0.1137253540516643
228,0.1799000328358787
229,0.14171128230257649
230,0.18393284464950477
231,0.16019638169803843
232,0.16870589196784763
233,0.1427368983544563
234,0.14239054448964977
235,0.16286065200445554
236,0.19340785747706593
237,0.1303400401327821
238,0.16586282872213248
239,0.1449742593321865
240,0.12930110024742236
241,0.12112164452029134
242,0.1837772772562093
243,0.12047399785000296
244,0.15701471813602969
245,0.15388594644512027
246,0.19681016016329236
247,0.1135912221093091
248,0.13014576554480378
249,0.16828871043049587
250,0.14302222998787856
251,0.1524211857244437
252,0.16695203595739133
253,0.15509830386360782
254,0.1566336048405858
255,0.10377306742532894
256,0.1816457083011649
257,0.14482061808710092
258,0.18229144971693725
259,0.12173443372166065
260,0.184193206284017
261,0.15046511120454392
262,0.17453235673045445
263,0.12518488688303187
264,0.17653172379709342
265,0.11020897444315107
266,0.18861579334223907
267,0.11305251649170799
268,0.14333109312762787
269,0.14635449484757468
270,0.18777625767358572
271,0.1338463948457628
272,0.1637464414400266
273,0.16423413751049948
274,0.17097356781631762
275,0.11261413027314808
276,0.1673091517128923
277,0.1683309317614968
278,0.1586028020791641
279,0.15367301960814317
280,0.11342857285430831
281,0.17520534999001924
282,0.11823889582302885
283,0.16820388625973565
284,0.1394225340325558
285,0.13866574992843417
286,0.16230587002081254
287,0.16950428010425495
288,0.12059515677212553
289,0.16338936638909596
290,0.16664069436234855
291,0.14758786894471546
292,0.11184073243687317
293,0.17571109179399538
294,0.14015924027146404
295,0.1338930730953679
296,0.12285311676901443
297,0.15597715135057674
298,0.11685721343063794
299,0.16487098380760168
300,0.11474093327537967
301,0.14980711471165314
302,0.16203560676145812
303,0.1629711399998966
304,0.11585430856881028
305,0.16483624507843694
306,0.11752662903684079
307,0.18921116365743662
308,0.15264744449313977
309,0.14341943019685444
310,0.15107806673960708
311,0.1515972671390078
312,0.13559822314474224
313,0.15839971242064144
314,0.13049843575294207
315,0.138273996367894
316,0.11125255972927474
317,0.13394383162511236
318,0.12232723167125475
319,0.13847900591759968
320,0.13976424449654912
321,0.1628643551653538
322,0.12796542716780407
323,0.1804754648326419
324,0.1138281205399655
325,0.17056815273248702
326,0.17367944162296275
327,0.1973784201918352
328,0.15814967884299808
329,0.17426736833054404
330,0.12835752623436908
331,0.1709310809080171
332,0.1532011228114476
333,0.19165484813016043
334,0.11232869139223628
335,0.1772095155602536
336,0.15531109569042034
337,0.1797813351169743
338,0.11773679017098977
339,0.1412510041063142
340,0.13348828174652955
341,0.1806931952691364
342,0.1047049958494998
343,0.1662559122044523
344,0.1707918609300173
345,0.19719391005336065
346,0.12005900120921659
347,0.18880446964618347
348,0.12294568696532246
349,0.12974085573307317
350,0.16491653463564815
351,0.13884529827024222
352,0.1462886579141362
353,0.13889917336122595
354,0.11580639139297767
